date,time,currency,impact,index_name,actual, actual_stu,forecast,previous
 ,9:30pm,CAD,medium,Foreign Securities Purchases,15.40B,1,7.41B,8.52B
 ,,CAD,low,New Motor Vehicle Sales m/m,-6.1%,-1,0.5%,-1.1%
 ,10:00pm,USD,high,TIC Long-Term Purchases,23.6B,-1,48.4B,30.6B
 ,11:00pm,USD,low,NAHB Housing Market Index,15,0,15,13
 TueJul 19 ,10:30am,AUD,high,Monetary Policy Meeting Minutes,,0,,
 ,6:00pm,EUR,high,German ZEW Economic Sentiment,-15.1,-1,-11.8,-9.0
 ,,EUR,medium,ZEW Economic Sentiment,-7.0,0,-7.4,-5.9
 ,9:30pm,CAD,medium,Leading Index m/m,0.2%,-1,1.0%,0.8%
 ,,USD,high,Building Permits,0.62M,0,0.61M,0.61M
 ,,USD,medium,Housing Starts,0.63M,1,0.58M,0.55M
 ,10:00pm,CAD,high,BOC Rate Statement,,0,,
 ,,CAD,high,Overnight Rate,1.00%,0,1.00%,1.00%
 ,11:30pm,NZD,low,GDT Price Index,-6.1%,0,,-5.4%
 WedJul 20 ,2:30am,USD,low,President Obama Speaks,,0,,
 ,9:30am,AUD,medium,MI Leading Index m/m,-0.1%,0,,0.2%
 ,11:00am,CNY,low,CB Leading Index m/m,0.5%,0,,0.1%
 ,3:00pm,EUR,medium,German PPI m/m,0.1%,0,0.1%,0.0%
 ,5:30pm,GBP,high,MPC Asset Purchase Facility Votes,1-0-8,0,1-0-8,1-0-8
 ,,GBP,high,MPC Official Bank Rate Votes,2-0-7,0,2-0-7,2-0-7
 ,6:07pm,EUR,low,German 30-y Bond Auction,3.43|1.3,0,,3.93|1.5
 ,9:30pm,CAD,medium,Wholesale Sales m/m,1.9%,1,0.2%,-0.6%
 ,11:00pm,EUR,low,Consumer Confidence,-11,-1,-10,-10
 ,,USD,high,Existing Home Sales,4.77M,-1,4.92M,4.81M
 ,11:30pm,CAD,high,BOC Monetary Policy Report,,0,,
 ,,USD,medium,Crude Oil Inventories,-3.7M,0,-1.5M,-3.1M
 ThuJul 21 ,12:15am,CAD,high,BOC Press Conference,,0,,
 ,7:50am,NZD,low,Visitor Arrivals m/m,-5.1%,0,,-0.5%
 ,8:01am,GBP,medium,Nationwide Consumer Confidence,51,0,51,55
 ,8:50am,JPY,medium,Trade Balance,-0.19T,1,-0.25T,-0.45T
 ,10:30am,AUD,medium,NAB Quarterly Business Confidence,6,0,,11
 ,11:30am,CNY,medium,Caixin Flash Manufacturing PMI,48.9,0,,50.1
 ,12:00pm,NZD,low,Credit Card Spending y/y,4.5%,0,,5.5%
 ,1:30pm,JPY,low,All Industries Activity m/m,2.0%,0,1.9%,1.4%
 ,3:00pm,CHF,medium,Trade Balance,1.75B,-1,2.87B,3.25B
 ,4:00pm,EUR,medium,French Flash Manufacturing PMI,50.1,-1,52.3,52.5
 ,,EUR,medium,French Flash Services PMI,54.2,-1,55.8,56.1
 ,4:30pm,EUR,medium,German Flash Manufacturing PMI,52.1,-1,54.1,54.6
 ,,EUR,medium,German Flash Services PMI,52.9,-1,56.1,56.7
 ,5:00pm,EUR,medium,Current Account,-5.2B,-1,-4.8B,-5.4B
 ,,EUR,medium,Flash Manufacturing PMI,50.4,-1,51.6,52.0
 ,,EUR,medium,Flash Services PMI,51.4,-1,53.2,53.7
 ,5:30pm,GBP,high,Public Sector Net Borrowing,12.0B,0,11.8B,14.6B
 ,,GBP,high,Retail Sales m/m,0.7%,1,0.5%,-1.3%
 ,5:48pm,EUR,medium,Spanish 10-y Bond Auction,5.90|1.9,0,,5.40|1.8
 ,6:00pm,CHF,medium,Credit Suisse Economic Expectations,-58.9,0,,-24.3
 ,All Day,EUR,high,EU Economic Summit,,0,,
 ,9:30pm,USD,high,Unemployment Claims,418K,-1,409K,408K
 ,,USD,medium,FOMC Member Evans Speaks,,0,,
 ,11:00pm,USD,high,Fed Chairman Bernanke Testifies,,0,,
 ,,USD,high,Philly Fed Manufacturing Index,3.2,1,2.7,-7.7
 ,,USD,low,CB Leading Index m/m,0.3%,1,0.2%,0.8%
 ,,USD,low,HPI m/m,0.4%,0,0.4%,0.2%
 ,11:30pm,USD,low,Natural Gas Storage,60B,0,67B,84B
 FriJul 22 ,10:30am,AUD,medium,Import Prices q/q,0.8%,1,-1.0%,1.4%
 ,5:00pm,EUR,high,German Ifo Business Climate,112.9,-1,113.7,114.5
 ,,EUR,low,Italian Retail Sales m/m,-0.1%,-1,0.3%,0.2%
 ,6:00pm,EUR,medium,Industrial New Orders m/m,3.6%,1,0.7%,-0.1%
 ,8:00pm,CAD,high,Core CPI m/m,-0.6%,-1,0.0%,0.5%
 ,,CAD,medium,CPI m/m,-0.7%,-1,-0.2%,0.7%
 ,9:30pm,CAD,high,Core Retail Sales m/m,0.5%,1,0.2%,0.0%
 ,,CAD,medium,Retail Sales m/m,0.1%,1,-0.3%,0.3%
 MonJul 25 ,10:30am,AUD,high,PPI q/q,0.8%,1,0.6%,1.2%
 ,11:30am,JPY,medium,BOJ Gov Shirakawa Speaks,,0,,
 ,1:30pm,AUD,medium,RBA Assist Gov Edey Speaks,,0,,
 ,5:30pm,GBP,medium,High Street Lending,31.7K,0,31.3K,30.8K
 ,10:00pm,EUR,medium,Belgian NBB Business Climate,-2.5,-1,-2.2,-1.1
 TueJul 26 ,7:45am,NZD,medium,Trade Balance,230M,-1,391M,552M
 ,8:50am,JPY,low,SPPI y/y,-0.7%,1,-0.9%,-0.9%
 ,9:00am,AUD,medium,CB Leading Index m/m,-0.1%,0,,0.2%
 ,12:05pm,AUD,high,RBA Gov Stevens Speaks,,0,,
 ,3:00pm,CHF,medium,UBS Consumption Indicator,1.48,0,,1.88
 ,,EUR,medium,German GfK Consumer Climate,5.4,-1,5.6,5.5
 ,5:30pm,GBP,high,Prelim GDP q/q,0.2%,0,0.2%,0.5%
 ,,GBP,low,Index of Services 3m/3m,1.2%,1,0.9%,0.9%
 ,10:00pm,USD,medium,S&P/CS Composite-20 HPI y/y,-4.5%,0,-4.6%,-4.2%
 ,11:00pm,USD,high,CB Consumer Confidence,59.5,1,57.1,57.6
 ,,USD,high,New Home Sales,312K,-1,321K,315K
 ,,USD,low,Richmond Manufacturing Index,-1,-1,5,3
 WedJul 27 ,10:00am,NZD,high,ANZ Business Confidence,47.6,0,,46.5
 ,10:30am,AUD,high,CPI q/q,0.9%,1,0.7%,1.6%
 ,,AUD,medium,Trimmed Mean CPI q/q,0.9%,1,0.7%,0.9%
 ,3:00pm,EUR,low,German Import Prices m/m,-0.6%,-1,0.0%,-0.6%
 ,All Day,EUR,medium,German Prelim CPI m/m,0.4%,1,0.3%,0.1%
 ,5:00pm,EUR,medium,M3 Money Supply y/y,2.1%,-1,2.4%,2.5%
 ,,EUR,low,Private Loans y/y,2.5%,-1,2.8%,2.7%
 ,6:30pm,CHF,high,KOF Economic Barometer,2.04,0,2.12,2.23
 ,7:00pm,GBP,medium,CBI Industrial Order Expectations,-10,-1,-2,1
 ,9:30pm,USD,high,Core Durable Goods Orders m/m,0.1%,-1,0.5%,0.7%
 ,,USD,medium,Durable Goods Orders m/m,-2.1%,-1,0.4%,1.9%
 ,11:30pm,USD,medium,Crude Oil Inventories,2.3M,0,-1.2M,-3.7M
 ThuJul 28 ,2:30am,GBP,medium,MPC Member Miles Speaks,,0,,
 ,3:00am,USD,medium,Beige Book,,0,,
 ,6:00am,NZD,high,Official Cash Rate,2.50%,0,2.50%,2.50%
 ,,NZD,high,RBNZ Rate Statement,,0,,
 ,8:50am,JPY,medium,Retail Sales y/y,1.1%,1,-0.6%,-1.3%
 ,4:55pm,EUR,medium,German Unemployment Change,-11K,-1,-15K,-8K
 ,5:00pm,EUR,low,Retail PMI,48.2,0,,48.8
 ,6:22pm,EUR,medium,Italian 10-y Bond Auction,5.77|1.4,0,,4.94|1.3
 ,7:00pm,GBP,medium,CBI Realized Sales,-5,-1,1,-2
 ,9:30pm,USD,high,Unemployment Claims,398K,1,413K,422K
 ,11:00pm,USD,high,Pending Home Sales m/m,2.4%,1,-1.5%,8.2%
 ,11:30pm,USD,low,Natural Gas Storage,43B,0,38B,60B
 FriJul 29 ,7:45am,NZD,high,Building Consents m/m,-1.4%,0,,2.4%
 ,8:01am,GBP,high,Nationwide HPI m/m,0.2%,1,-0.1%,0.0%
 ,,GBP,medium,GfK Consumer Confidence,-30,-1,-26,-25
 ,8:15am,JPY,low,Final Manufacturing PMI,52.1,0,,50.7
 ,8:30am,JPY,medium,Household Spending y/y,-4.2%,-1,-2.2%,-1.9%
 ,,JPY,medium,Tokyo Core CPI y/y,0.4%,1,0.2%,0.1%
 ,,JPY,low,National Core CPI y/y,0.4%,-1,0.5%,0.6%
 ,,JPY,low,Unemployment Rate,4.6%,0,4.6%,4.5%
 ,8:50am,JPY,medium,Prelim Industrial Production m/m,3.9%,-1,4.6%,6.2%
 ,10:30am,AUD,medium,Private Sector Credit m/m,-0.1%,-1,0.4%,0.3%
 ,2:00pm,JPY,low,Housing Starts y/y,5.8%,1,4.9%,6.4%
 ,3:00pm,EUR,medium,German Retail Sales m/m,6.3%,1,1.6%,-2.8%
 ,3:45pm,EUR,medium,French Consumer Spending m/m,1.2%,1,0.4%,-0.3%
 ,4:00pm,EUR,medium,Spanish Unemployment Rate,20.9%,0,21.0%,21.3%
 ,,EUR,low,Spanish Flash CPI y/y,3.1%,1,2.9%,3.2%
 ,5:30pm,GBP,medium,Net Lending to Individuals m/m,0.4B,-1,1.3B,1.4B
 ,,GBP,low,M4 Money Supply m/m,-0.5%,-1,0.3%,0.1%
 ,,GBP,low,Mortgage Approvals,48K,1,46K,46K
 ,6:00pm,EUR,medium,CPI Flash Estimate y/y,2.5%,-1,2.7%,2.7%
 ,,EUR,low,Italian Prelim CPI m/m,0.3%,1,0.2%,0.1%
 ,9:30pm,CAD,high,GDP m/m,-0.3%,-1,0.1%,0.0%
 ,,CAD,medium,RMPI m/m,-2.2%,-1,0.6%,-5.3%
 ,,CAD,low,IPPI m/m,-0.3%,-1,0.1%,-0.3%
 ,,USD,high,Advance GDP q/q,1.3%,-1,1.7%,1.9%
 ,,USD,medium,Advance GDP Price Index q/q,2.3%,1,2.0%,2.0%
 ,,USD,medium,Employment Cost Index q/q,0.7%,1,0.5%,0.6%
 ,10:45pm,USD,medium,Chicago PMI,58.8,-1,60.1,61.1
 ,10:55pm,USD,medium,Revised UoM Consumer Sentiment,63.7,0,64.1,63.8
 ,,USD,low,Revised UoM Inflation Expectations,3.4%,0,,3.4%
 ,11:20pm,USD,low,President Obama Speaks,,0,,
 MonAug 1 ,All Day,AUD,holiday,Bank Holiday,,0,,
 ,8:30am,AUD,low,AIG Manufacturing Index,43.4,0,,52.9
 ,9:30am,AUD,low,MI Inflation Gauge m/m,0.3%,0,,0.0%
 ,10:00am,AUD,medium,HIA New Home Sales m/m,-8.7%,0,,-0.2%
 ,,CNY,high,Manufacturing PMI,50.7,1,50.2,50.9
 ,10:05am,NZD,low,ANZ Commodity Prices m/m,-0.1%,0,,-1.2%
 ,11:30am,CNY,medium,Caixin Manufacturing PMI,49.3,0,,48.9
 ,All Day,CHF,holiday,Bank Holiday,,0,,
 ,4:15pm,EUR,medium,Spanish Manufacturing PMI,45.6,0,,47.3
 ,4:45pm,EUR,medium,Italian Manufacturing PMI,50.1,-1,50.6,49.9
 ,4:50pm,EUR,low,French Final Manufacturing PMI,50.5,0,50.2,50.1
 ,4:55pm,EUR,low,German Final Manufacturing PMI,52.0,0,52.1,52.1
 ,5:00pm,EUR,low,Final Manufacturing PMI,50.4,0,50.4,50.4
 ,,EUR,low,Italian Monthly Unemployment Rate,8.0%,0,8.0%,8.1%
 ,5:30pm,GBP,high,Manufacturing PMI,49.1,-1,51.1,51.4
 ,6:00pm,EUR,medium,Unemployment Rate,9.9%,0,9.9%,9.9%
 ,All Day,CAD,holiday,Bank Holiday,,0,,
 ,11:00pm,USD,high,ISM Manufacturing PMI,50.9,-1,55.0,55.3
 ,,USD,low,Construction Spending m/m,0.2%,1,-0.1%,0.3%
 ,,USD,low,ISM Manufacturing Prices,59.0,-1,64.4,68.0
 TueAug 2 ,7:45am,NZD,high,Labor Cost Index q/q,0.5%,0,0.5%,0.4%
 ,8:50am,JPY,low,Monetary Base y/y,15.0%,-1,18.1%,17.0%
 ,10:30am,AUD,high,Building Approvals m/m,-3.5%,-1,2.6%,-6.3%
 ,,AUD,medium,HPI q/q,-0.1%,1,-0.9%,-1.1%
 ,,JPY,medium,Average Cash Earnings y/y,-0.8%,-1,0.4%,1.0%
 ,12:45pm,JPY,low,10-y Bond Auction,1.04|3.1,0,,1.17|3.2
 ,1:30pm,AUD,high,Cash Rate,4.75%,0,4.75%,4.75%
 ,,AUD,high,RBA Rate Statement,,0,,
 ,3:30pm,AUD,medium,Commodity Prices y/y,27.6%,0,,28.2%
 ,4:00pm,EUR,medium,Spanish Unemployment Change,-42.1K,0,,-67.9K
 ,4:15pm,CHF,high,Retail Sales y/y,7.4%,1,1.6%,-3.9%
 ,4:30pm,CHF,medium,Manufacturing PMI,53.5,1,52.3,53.4
 ,5:30pm,GBP,high,Construction PMI,53.5,0,53.2,53.6
 ,6:00pm,EUR,low,PPI m/m,0.0%,-1,0.1%,-0.2%
 ,9:30pm,USD,medium,Core PCE Price Index m/m,0.1%,-1,0.2%,0.2%
 ,,USD,medium,Personal Spending m/m,-0.2%,-1,0.2%,0.1%
 ,,USD,low,Personal Income m/m,0.1%,-1,0.3%,0.2%
 ,10:30pm,CAD,low,Manufacturing PMI,53.1,0,,52.8
 ,11:30pm,NZD,low,GDT Price Index,-2.0%,0,,-6.1%
 WedAug 3 ,All Day,USD,low,Total Vehicle Sales,12.2M,1,11.9M,11.5M
 ,1:15am,USD,low,President Obama Speaks,,0,,
 ,8:01am,GBP,low,BRC Shop Price Index y/y,2.8%,0,,2.9%
 ,8:30am,AUD,medium,AIG Services Index,48.8,0,,48.5
 ,10:00am,CNY,low,Non-Manufacturing PMI,59.6,0,,57.0
 ,10:30am,AUD,high,Retail Sales m/m,-0.1%,-1,0.4%,-0.6%
 ,,AUD,high,Trade Balance,2.05B,-1,2.22B,2.70B
 ,11:30am,CNY,low,Caixin Services PMI,53.5,0,,54.1
 ,4:00pm,CHF,high,Libor Rate,<0.25%,0,,0.25%
 ,4:15pm,EUR,low,Spanish Services PMI,46.5,0,,50.2
 ,4:45pm,EUR,low,Italian Services PMI,48.6,1,47.0,47.4
 ,4:50pm,EUR,low,French Final Services PMI,53.2,-1,54.2,54.2
 ,4:55pm,EUR,low,German Final Services PMI,52.9,0,52.9,52.9
 ,5:00pm,EUR,low,Final Services PMI,51.6,0,51.4,51.4
 ,5:30pm,GBP,high,Services PMI,55.4,1,53.3,53.9
 ,6:00pm,EUR,medium,Retail Sales m/m,0.9%,1,0.5%,-1.3%
 ,8:30pm,USD,low,Challenger Job Cuts y/y,59.4%,0,,5.3%
 ,9:15pm,USD,high,ADP Non-Farm Employment Change,114K,1,101K,145K
 ,11:00pm,USD,high,ISM Non-Manufacturing PMI,52.7,-1,53.8,53.3
 ,,USD,medium,Factory Orders m/m,-0.8%,-1,-0.4%,0.6%
 ,11:30pm,USD,medium,Crude Oil Inventories,1.0M,0,1.3M,2.3M
 ThuAug 4 ,7:45am,NZD,high,Employment Change q/q,0.0%,0,0.0%,1.3%
 ,,NZD,high,Unemployment Rate,6.5%,0,6.5%,6.5%
 ,2:00pm,JPY,high,Monetary Policy Statement,,0,,
 ,,JPY,high,Overnight Call Rate,<0.10%,0,<0.10%,<0.10%
 ,4:47pm,JPY,high,BOJ Press Conference,,0,,
 ,7:00pm,EUR,medium,German Factory Orders m/m,1.8%,1,-0.4%,1.5%
 ,8:00pm,GBP,high,Asset Purchase Facility,200B,0,200B,200B
 ,,GBP,high,Official Bank Rate,0.50%,0,0.50%,0.50%
 ,8:45pm,EUR,high,Main Refinancing Rate,1.50%,0,1.50%,1.50%
 ,9:30pm,EUR,high,ECB Press Conference,,0,,
 ,,USD,high,Unemployment Claims,400K,0,404K,401K
 ,11:30pm,USD,low,Natural Gas Storage,44B,0,39B,43B
 FriAug 5 ,8:23am,AUD,low,AIG Construction Index,36.1,0,,35.8
 ,10:30am,AUD,high,RBA Monetary Policy Statement,,0,,
 ,2:00pm,JPY,medium,BOJ Monthly Report,,0,,
 ,,JPY,low,Leading Indicators,103.2%,0,103.6%,99.4%
 ,3:45pm,EUR,low,French Trade Balance,-5.6B,1,-6.3B,-6.4B
 ,4:00pm,CHF,high,Foreign Currency Reserves,182B,0,,196B
 ,,GBP,high,Halifax HPI m/m,0.3%,1,0.1%,1.5%
 ,4:15pm,CHF,medium,CPI m/m,-0.8%,-1,-0.5%,-0.2%
 ,5:00pm,EUR,low,Italian Industrial Production m/m,-0.6%,-1,0.4%,-0.6%
 ,5:30pm,GBP,high,PPI Input m/m,0.6%,0,0.6%,0.2%
 ,,GBP,low,PPI Output m/m,0.2%,0,0.2%,0.1%
 ,6:00pm,EUR,low,Italian Prelim GDP q/q,0.3%,1,0.2%,0.1%
 ,7:00pm,EUR,medium,German Industrial Production m/m,-1.1%,-1,0.1%,0.9%
 ,8:00pm,CAD,high,Employment Change,7.1K,-1,17.7K,28.4K
 ,,CAD,high,Unemployment Rate,7.2%,1,7.4%,7.4%
 ,9:30pm,CAD,high,Building Permits m/m,2.1%,1,-4.8%,20.9%
 ,,USD,high,Non-Farm Employment Change,117K,1,89K,46K
 ,,USD,high,Unemployment Rate,9.1%,1,9.2%,9.2%
 ,,USD,medium,Average Hourly Earnings m/m,0.4%,1,0.2%,0.0%
 ,11:00pm,CAD,high,Ivey PMI,46.8,-1,61.2,59.9
 SatAug 6 ,12:00am,USD,low,President Obama Speaks,,0,,
 ,4:00am,USD,low,Consumer Credit m/m,15.5B,1,5.0B,5.1B
 ,6:30am,USD,low,IBD/TIPP Economic Optimism,35.8,-1,43.1,41.4
 ,10:30am,USD,low,Fed Announcement,,0,,
 MonAug 8 ,All Day,All,medium,G7 Meetings,,0,,
 ,8:50am,JPY,low,Bank Lending y/y,-0.5%,0,,-0.6%
 ,,JPY,low,Current Account,0.92T,-1,0.96T,0.39T
 ,10:30am,AUD,high,ANZ Job Advertisements m/m,-0.7%,0,,3.8%
 ,2:00pm,JPY,low,Economy Watchers Sentiment,52.6,1,50.3,49.6
 ,2:45pm,CHF,low,Unemployment Rate,3.0%,0,3.0%,3.0%
 ,All Day,All,medium,G20 Meetings,,0,,
 ,5:30pm,EUR,low,Sentix Investor Confidence,-13.5,-1,3.6,5.3
 TueAug 9 ,2:30am,USD,low,President Obama Speaks,,0,,
 ,8:01am,GBP,medium,BRC Retail Sales Monitor y/y,0.6%,0,,-0.6%
 ,,GBP,medium,RICS House Price Balance,-22%,1,-25%,-26%
 ,8:50am,JPY,medium,Monetary Policy Meeting Minutes,,0,,
 ,,JPY,low,M2 Money Stock y/y,2.9%,0,2.9%,2.9%
 ,10:30am,AUD,high,Home Loans m/m,0.0%,-1,0.7%,2.8%
 ,,AUD,medium,NAB Business Confidence,2,0,,0
 ,10:35am,CNY,high,CPI y/y,6.5%,1,6.4%,6.4%
 ,,CNY,medium,PPI y/y,7.5%,0,7.4%,7.1%
 ,2:00pm,JPY,low,Consumer Confidence,37.0,-1,37.6,35.3
 ,2:45pm,CHF,medium,SECO Consumer Climate,-17,-1,-7,-1
 ,3:00pm,EUR,low,German Trade Balance,11.5B,-1,12.9B,12.9B
 ,,JPY,low,Prelim Machine Tool Orders y/y,34.6%,0,,53.5%
 ,3:45pm,EUR,low,French Gov Budget Balance,-61.3B,0,,-68.4B
 ,4:41pm,CNY,medium,Fixed Asset Investment ytd/y,25.4%,0,25.5%,25.6%
 ,,CNY,medium,Industrial Production y/y,14.0%,-1,14.7%,15.1%
 ,5:08pm,CNY,low,Retail Sales y/y,17.2%,-1,17.7%,17.7%
 ,5:30pm,GBP,high,Manufacturing Production m/m,-0.4%,-1,0.3%,1.8%
 ,,GBP,medium,Goods Trade Balance,-8.9B,-1,-8.2B,-8.5B
 ,,GBP,low,Industrial Production m/m,0.0%,-1,0.4%,0.8%
 ,8:30pm,USD,low,NFIB Small Business Index,89.9,0,89.8,90.8
 ,9:15pm,CAD,high,Housing Starts,205K,1,194K,201K
 ,9:30pm,USD,medium,Prelim Nonfarm Productivity q/q,-0.3%,-1,-0.6%,1.8%
 ,,USD,medium,Prelim Unit Labor Costs q/q,2.2%,0,2.1%,0.7%
 ,11:00pm,GBP,medium,NIESR GDP Estimate,0.6%,0,,0.2%
 WedAug 10 ,3:19am,USD,high,FOMC Statement,,0,,
 ,,USD,high,Federal Funds Rate,<0.25%,0,<0.25%,<0.25%
 ,8:50am,JPY,medium,Tertiary Industry Activity m/m,1.9%,1,1.1%,0.8%
 ,,JPY,low,PPI y/y,2.9%,1,2.6%,2.6%
 ,9:30am,AUD,medium,Westpac Consumer Sentiment,-3.5%,0,,-8.3%
 ,12:01pm,CNY,high,USD-Denominated Trade Balance,31.5B,1,27.3B,22.3B
 ,3:00pm,EUR,low,German Final CPI m/m,0.4%,0,0.4%,0.4%
 ,3:45pm,EUR,medium,French Industrial Production m/m,-1.6%,-1,-0.1%,1.9%
 ,6:30pm,GBP,high,BOE Gov King Speaks,,0,,
 ,,GBP,high,BOE Inflation Report,,0,,
 ,11:00pm,USD,low,Final Wholesale Inventories m/m,0.6%,1,0.9%,1.7%
 ,,USD,low,JOLTS Job Openings,3.11M,0,,3.03M
 ,11:30pm,USD,medium,Crude Oil Inventories,-5.2M,0,1.7M,1.0M
 ThuAug 11 ,2:00am,USD,medium,10-y Bond Auction,2.14|3.2,0,,2.92|3.2
 ,2:57am,USD,medium,Federal Budget Balance,-129.4B,1,-137.4B,-43.1B
 ,7:21am,NZD,low,Business NZ Manufacturing Index,53.2,0,,54.3
 ,7:30am,NZD,medium,REINZ HPI m/m,-0.6%,0,,1.3%
 ,8:50am,JPY,medium,Core Machinery Orders m/m,7.7%,1,1.9%,3.0%
 ,10:00am,AUD,medium,MI Inflation Expectations,2.7%,0,,3.4%
 ,10:30am,AUD,high,Employment Change,-0.1K,-1,10.2K,18.2K
 ,,AUD,high,Unemployment Rate,5.1%,-1,4.9%,4.9%
 ,3:00pm,EUR,low,German WPI m/m,-0.6%,-1,-0.3%,-0.6%
 ,5:00pm,EUR,medium,ECB Monthly Bulletin,,0,,
 ,6:00pm,GBP,low,CB Leading Index m/m,0.0%,0,,0.6%
 ,9:00pm,GBP,low,Chancellor Osborne Speaks,,0,,
 ,9:30pm,CAD,high,Trade Balance,-1.6B,-1,-0.9B,-1.0B
 ,,CAD,medium,NHPI m/m,0.3%,-1,0.4%,0.4%
 ,,USD,high,Trade Balance,-53.1B,-1,-47.9B,-50.8B
 ,,USD,high,Unemployment Claims,395K,1,401K,402K
 ,11:30pm,USD,low,Natural Gas Storage,25B,0,33B,44B
 FriAug 12 ,2:00am,USD,low,30-y Bond Auction,3.75|2.1,0,,4.20|2.8
 ,1:30pm,JPY,low,Revised Industrial Production m/m,3.8%,-1,3.9%,3.9%
 ,2:30pm,EUR,medium,French Prelim GDP q/q,0.0%,-1,0.3%,0.9%
 ,,EUR,low,French Final CPI m/m,-0.4%,-1,-0.2%,0.1%
 ,3:45pm,EUR,medium,French Prelim Private Payrolls q/q,0.4%,1,0.2%,0.4%
 ,4:07pm,CNY,medium,New Loans,493B,-1,551B,634B
 ,,CNY,low,M2 Money Supply y/y,14.7%,-1,15.8%,15.9%
 ,5:00pm,EUR,low,Italian Trade Balance,-1.83B,1,-2.50B,-2.40B
 ,6:00pm,EUR,medium,Industrial Production m/m,-0.7%,-1,0.1%,0.2%
 ,9:30pm,USD,high,Core Retail Sales m/m,0.5%,1,0.2%,0.2%
 ,,USD,high,Retail Sales m/m,0.5%,1,0.4%,0.3%
 ,10:55pm,USD,high,Prelim UoM Consumer Sentiment,54.9,-1,63.2,63.7
 ,,USD,low,Prelim UoM Inflation Expectations,3.4%,0,,3.4%
 ,11:00pm,USD,medium,Business Inventories m/m,0.3%,1,0.6%,0.9%
 ,,USD,low,FOMC Member Dudley Speaks,,0,,
 MonAug 15 ,8:01am,GBP,medium,Rightmove HPI m/m,-2.1%,0,,-1.6%
 ,8:50am,JPY,high,Prelim GDP q/q,-0.3%,1,-0.6%,-0.9%
 ,,JPY,medium,Prelim GDP Price Index y/y,-2.2%,-1,-1.7%,-1.9%
 ,10:30am,AUD,medium,New Motor Vehicle Sales m/m,8.6%,0,,1.9%
 ,All Day,EUR,holiday,French Bank Holiday,,0,,
 ,All Day,EUR,holiday,Italian Bank Holiday,,0,,
 ,4:15pm,CHF,medium,PPI m/m,-0.7%,-1,-0.5%,-0.5%
 ,9:30pm,CAD,low,New Motor Vehicle Sales m/m,10.8%,1,2.4%,-6.1%
 ,,USD,medium,Empire State Manufacturing Index,-7.7,-1,0.5,-3.8
 ,10:00pm,USD,high,TIC Long-Term Purchases,3.7B,-1,30.4B,24.2B
 ,11:00pm,USD,low,NAHB Housing Market Index,15,0,15,15
 TueAug 16 ,3:00am,USD,low,Loan Officer Survey,,0,,
 ,10:30am,AUD,high,Monetary Policy Meeting Minutes,,0,,
 ,11:00am,CNY,low,CB Leading Index m/m,1.0%,0,,0.6%
 ,11:32am,CNY,low,Foreign Direct Investment ytd/y,18.6%,0,,18.4%
 ,3:00pm,EUR,high,German Prelim GDP q/q,0.1%,-1,0.5%,1.3%
 ,4:00pm,EUR,medium,Spanish Flash GDP q/q,0.2%,0,0.2%,0.3%
 ,5:30pm,GBP,high,CPI y/y,4.4%,1,4.3%,4.2%
 ,,GBP,medium,RPI y/y,5.0%,0,5.0%,5.0%
 ,,GBP,low,Core CPI y/y,3.1%,0,3.1%,2.8%
 ,5:32pm,GBP,low,ONS HPI y/y,-2.0%,-1,0.9%,-2.2%
 ,6:00pm,EUR,medium,Flash GDP q/q,0.2%,-1,0.3%,0.8%
 ,,EUR,low,Trade Balance,-1.6B,-1,0.3B,-0.8B
 ,6:30pm,GBP,high,BOE Inflation Letter,,0,,
 ,9:30pm,CAD,medium,Manufacturing Sales m/m,-1.5%,-1,-0.3%,-0.7%
 ,,USD,high,Building Permits,0.60M,0,0.61M,0.62M
 ,,USD,medium,Housing Starts,0.60M,0,0.60M,0.61M
 ,,USD,medium,Import Prices m/m,0.3%,1,0.0%,-0.6%
 ,10:15pm,USD,medium,Capacity Utilization Rate,77.5%,1,77.0%,76.9%
 ,,USD,medium,Industrial Production m/m,0.9%,1,0.5%,0.4%
 ,11:30pm,NZD,low,GDT Price Index,-1.3%,0,,-2.0%
 WedAug 17 ,7:45am,NZD,high,PPI Input q/q,0.9%,-1,1.2%,2.2%
 ,,NZD,low,PPI Output q/q,1.4%,1,0.8%,1.7%
 ,9:30am,AUD,medium,MI Leading Index m/m,0.1%,0,,-0.1%
 ,10:30am,AUD,medium,Wage Price Index q/q,0.9%,0,0.9%,0.8%
 ,5:00pm,EUR,medium,Current Account,-7.4B,-1,-3.6B,-5.6B
 ,5:30pm,GBP,high,Claimant Count Change,37.1K,-1,20.1K,31.3K
 ,,GBP,high,MPC Asset Purchase Facility Votes,1-0-8,0,1-0-8,1-0-8
 ,,GBP,high,MPC Official Bank Rate Votes,0-0-9,-1,2-0-7,2-0-7
 ,,GBP,medium,Average Earnings Index 3m/y,2.6%,1,2.3%,2.3%
 ,,GBP,low,Unemployment Rate,7.9%,-1,7.7%,7.7%
 ,6:00pm,EUR,medium,Final CPI y/y,2.5%,0,2.5%,2.5%
 ,,EUR,medium,Final Core CPI y/y,1.2%,-1,1.7%,1.6%
 ,9:30pm,CAD,medium,Foreign Securities Purchases,-3.46B,-1,10.33B,15.34B
 ,,USD,high,PPI m/m,0.2%,1,0.0%,-0.4%
